书目ID,题名,责任者,ISBN,价格（元）,出版社,出版年,分类号,索书号,复本数
63506,文学的故事,卜兴丰编,978-7-80250-856-9,CNY39.80,中国言实出版社,2012,I109-49,,
63505,因为有爱,潘吉著,978-7-5511-2819-3,CNY58.00,花山文艺出版社,2016,I247.57,,
63504,既然时光留不住,王启芬著,978-7-5183-0209-3,CNY32.80,石油工业出版社,2016,B821-49,,
63503,接近边缘,(美) 苏嘉达·费尔南德斯著,978-7-5474-1864-2,CNY39.80,山东画报出版社,2016,J605.1,,
63502,“五型”组织创建法,崔浩然， 王万方等编著,978-7-5008-5322-0,CNY30.00,中国工人出版社,2013,C936,,
63501,民国第一豪门,张振华编著,978-7-5034-3847-9,CNY42.00,中国文史出版社,2013,K820.9,,
63500,别忘了回家,王芳著,978-7-5034-5097-6,CNY35.00,中国文史出版社,2014,I247.57,,
63499,我本有罪,向春霞著,978-7-5034-8260-1,CNY39.80,中国文史出版社,2017,I247.56,,
63498,世界美术简史,王小岩编著,978-7-5034-4518-7,CNY58.00,中国文史出版社,2014,J110.9,,
63497,对阵,徐贵祥著,978-7-5034-8525-1,CNY42.00,中国文史出版社,2017,I247.52,,
63496,内我觉醒教育法,成墨初著,978-7-5060-7136-9,CNY28.00,东方出版社,2014,G780,,
63495,美妙的新世界,,978-7-5430-7344-9,CNY45.00 (2册),武汉出版社,2013,H319.4:I561.45,,
63494,每天读一点世界史,乔公玄重编著,978-7-5430-7454-5,CNY35.00,武汉出版社,2013,K109,,
63493,淡定,(美) 卡耐基著,978-7-5430-6483-6,CNY29.80,武汉出版社,2013,B848.4,,
63492,大至尊,苏月夕作品,978-7-5430-8799-6,CNY25.00,武汉出版社,2015,I247.5,,
63491,诗意地行走,杨波著,978-7-5430-9142-9,CNY38.00,武汉出版社,2015,G633.302-53,,
63490,小凤仙,高阳著,978-7-5321-5026-7,CNY54.00 (全二册),上海文艺出版社,2013,I247.53,,
63489,黄与蓝,程刚著,978-7-5034-4470-8,CNY32.00,中国文史出版社,2014,I109,,
63488,红房子灰房子,王璞著,978-7-5391-8511-8,CNY20.00,二十一世纪出版社,2013,I267,,
63487,白朴全传,张兰亭著,978-7-5075-4500-5,CNY88.00 (全2册),华文出版社,2016,K825.6,,
63486,现代中国文学史,钱基博著,978-7-5034-7074-5,CNY48.00,中国文史出版社,2016,I209.6,,
63485,拳术见闻录,平江不肖生著,978-7-5034-8351-6,CNY39.80,中国文史出版社,2017,I246.58,,
63484,广陵潮,李涵秋著,978-7-5034-7136-0,CNY98.00 (2册),中国文史出版社,2016,I246.57,,
63483,枣树里的阳光,徐贵祥著,978-7-5034-8528-2,CNY49.80,中国文史出版社,2017,I267,,
63482,湖海香盟·落花流水,刘云若著,978-7-5034-8450-6,CNY49.80,中国文史出版社,2017,I246.47,,
63481,迷失的风景,李长春著,978-7-5034-8538-1,CNY36.00,中国文史出版社,2017,I267,,
63480,归去来兮,老舍著,978-7-5034-6575-8,CNY42.00,中国文史出版社,2017,I234,,
63479,挽不住的乡愁,王梓夫著,978-7-5034-8722-4,CNY35.00,中国文史出版社,2017,I267,,
63478,历史的天空,徐贵祥著,978-7-5034-8517-6,CNY59.80,中国文史出版社,2017,I247.52,,
63477,开在头顶的窗,王虹著,978-7-5034-8109-3,CNY38.00,中国文史出版社,2017,I267,,
63476,歌舞江山,刘云若著,978-7-5034-8449-0,CNY48.00,中国文史出版社,2017,I246.47,,
63475,沿途,陶然著,978-7-5034-8309-7,CNY39.80,中国文史出版社,2017,I267,,
63474,四面八方,徐贵祥著,978-7-5034-8522-0,CNY59.80,中国文史出版社,2017,I247.52,,
63473,毒砂掌,白羽著,978-7-5034-8376-9,CNY56.00,中国文史出版社,2017,I246.58,,
63472,江湖异人传·回头是岸,平江不肖生著,978-7-5034-8356-1,CNY38.00,中国文史出版社,2017,I246.58,,
63471,断剑,李惠泉著,978-7-5034-8339-4,CNY39.80,中国文史出版社,2017,I247.56,,
63470,记得要忘记,水色翡翠著,978-7-5190-0248-0,CNY28.00,中国文联出版社,2015,I247.57,,
63469,危机纪年,洪钰慧著,978-7-201-09665-0,CNY32.80,天津人民出版社,2015,I247.57,,
63468,无雨无晴,石孝义著,978-7-201-09426-7,CNY26.80,天津人民出版社,2015,I247.5,,
63467,亲密是孤独最好的解药,陈保才著,978-7-5496-1348-9,CNY32.00,文汇出版社,2016,C913.13-49,,
63466,雷诗五百首,雷胜龙著,978-7-106-04516-6,CNY50.00,中国电影出版社,2016,I227,,
63465,再， 遇见,刘子晴著,978-7-5171-1400-0,CNY26.80,中国言实出版社,2016,I247.57,,
63464,荒原匪事,张鹰著,978-7-5034-8138-3,CNY45.00,中国文史出版社,2017,I247.59,,
63463,愁城春梦,刘云若著,978-7-5034-8451-3,CNY48.00,中国文史出版社,2017,I246.57,,
63462,马上天下,徐贵祥著,978-7-5034-8523-7,CNY59.80,中国文史出版社,2017,I247.52,,
63461,冻死在春天里的爱情,李苏章著,978-7-5034-7802-4,CNY49.00,中国文史出版社,2017,I247.57,,
63460,特务连,徐贵祥著,978-7-5034-8524-4,CNY52.00,中国文史出版社,2017,I247.57,,
63459,蜀山剑侠新传,还珠楼主著,978-7-5034-6825-4,CNY39.80,中国文史出版社,2016,I246.48,,
63458,新编办公室主任写作全书,张浩编著,978-7-5034-8684-5,CNY49.80,中国文史出版社,2017,C931.46,,
63457,海誓山盟·好梦难圆,刘云若著,978-7-5034-8444-5,CNY62.00,中国文史出版社,2017,I246.47,,
63456,念念情深,翩若行云作品,978-7-5171-1444-4,CNY26.80,中国言实出版社,2015,I247.57,,
63455,老书店,,978-7-5034-8086-7,CNY32.80,中国文史出版社,2017,I266.1,,
63454,为父之道,李长春著,978-7-5034-8540-4,CNY39.80,中国文史出版社,2017,I267,,
63453,胡耀邦文选,,978-7-0101-5469-5,CNY99.00,人民出版社,2015,D2-0,,
63452,亲爱的， 我在天涯等你,李唐著,978-7-5034-7759-1,CNY38.00,中国文史出版社,2017,I247.57,,
63451,走不出的江湖,王梓夫著,978-7-5034-8723-1,CNY36.00,中国文史出版社,2017,I267,,
63450,给大忙人读的哲理书,孙郡锴编著,978-7-5113-0084-3,CNY29.80,中国华侨出版社,2013,B821-49,,
63449,淡定的人生不寂寞,邢思存编著,978-7-5113-3505-0,CNY29.80,中国华侨出版社,2013,B821-49,,
63448,皇甫平改革诤言录,周瑞金,978-7-01-012859-7,CNY49.00,人民出版社,2015,D621-53,,
63447,东北! 东北!,童青林编著,978-7-01-015191-5,CNY59.00,人民出版社,2015,K264.306,,
63446,大影匠,孙琳著,978-7-5034-8259-5,CNY56.00,中国文史出版社,2017,I247.57,,
63445,换巢鸾凤,刘云若著,978-7-5034-8445-2,CNY65.00,中国文史出版社,2017,I246.47,,
63444,龙虎春秋,平江不肖生著,978-7-5034-8355-4,CNY38.00,中国文史出版社,2017,I246.58,,
63443,毒刀,李惠泉著,978-7-5034-8342-4,CNY39.80,中国文史出版社,2017,I247.56,,
63442,明天的战争,徐贵祥著,978-7-5034-8519-0,CNY55.00,中国文史出版社,2017,I247.52,,
63441,难得糊涂,王梓夫著,978-7-5034-8724-8,CNY66.00,中国文史出版社,2017,I230,,
63440,解密档案中的张国焘,苏杭， 苏若群著,978-7-01-014372-9,CNY58.00,人民出版社,2015,K827=73,,
63439,江上几峰青,石钟杨著,978-7-01-013794-0,CNY48.00,人民出版社,2015,K827=6,,
63438,胡耀邦文选,,978-7-01-015470-1,CNY69.00,人民出版社,2015,D2-0,,
63437,话说干部教育,晓山著,978-7-01-015020-8,CNY39.00,人民出版社,2015,D630.3-53,,
63436,美国法官裁判文书自选集,(美) 哈里·爱德华兹著,978-7-5609-8683-8,CNY36.00,华中科技大学出版社,2013,D971.262,,
63435,最高人民法院司法观点集成,主编刘德权,978-7-5109-0996-2,CNY225.00 (全2册),人民法院出版社,2014,D920.5,,
63434,天下,徐贵祥著,978-7-5034-8526-8,CNY52.00,中国文史出版社,2017,I247.7,,
63433,业绩倍增 应该这么玩儿,闵光亚著,978-7-5068-5648-5,CNY48.00,中国书籍出版社,2016,F717.5,,
63432,中国通史,吕思勉著,978-7-5143-5461-4,CNY38.00,现代出版社,2017,K20,,
63431,大国士,《环球人物》杂志社编,978-7-5143-4638-1,CNY35.00,现代出版社,2016,K825.4=7,,
63430,2016中国年度作品,中国当代文学研究会诗歌委员会选编,978-7-5143-5575-8,CNY33.80,现代出版社,2017,I217.61,,
63429,极简世界史,(英) 乔治·威尔斯著,978-7-5143-5850-6,CNY45.00,现代出版社,2017,K109,,
63428,马克思主义哲学智慧,孙正聿著,978-7-5143-4301-4,CNY68.00,现代出版社,2016,B0-0,,
63427,不要紧,星云大师著,978-7-5143-3117-2,CNY36.00,现代出版社,2015,B94-49,,
63426,最美好的年华遇见你,张玲著,978-7-5468-1274-8,CNY28.00,敦煌文艺出版社,2016,I217.62,,
63425,故纸堆里忆平生,须弥[著],978-7-5468-1288-5,CNY28.00,敦煌文艺出版社,2016,I267,,
63424,临水而居,赵殷著,978-7-5468-0988-5,CNY38.00,敦煌文艺出版社,2016,I247.7,,
63423,所有的雨都会停,凝佳恩[著],978-7-5468-1287-8,CNY28.00,敦煌文艺出版社,2016,I267.1,,
63422,邱立山打工记,王淮冰著,978-7-5190-0870-3,CNY68.00,中国文联出版社,2015,I247.57,,
63421,白河月,刘云若著,978-7-5034-8442-1,CNY39.80,中国文史出版社,2017,I246.47,,
63420,间谍邻居,刘跃利著,978-7-5034-8456-8,CNY38.00,中国文史出版社,2017,I247.7,,
63419,人间最美是清秋,毕宝魁作品,978-7-5143-5090-6,CNY39.80,现代出版社,2017,K825.6=422,,
63418,别让不好意思毁了你,潘惊涛编著,978-7-5104-5663-3,CNY32.00,新世界出版社,2016,C912.11-49,,
63417,近十年目睹之怪现状,李涵秋著,978-7-5034-7145-2,CNY39.80,中国文史出版社,2016,I246.47,,
63416,那年， 那时， 那青春,佘浚溪著,978-7-5171-1344-7,CNY26.80,中国言实出版社,2016,I247.57,,
63415,审判前沿,北京市高级人民法院编,978-7-5118-8372-8,CNY32.00,法律出版社,2015,D925.04-55,,
63414,仰角,徐贵祥著,978-7-5034-8521-3,CNY55.00,中国文史出版社,2017,I247.57,,
63413,做足自己， 全世界和颜悦色,邵鹏著,978-7-5190-0823-9,CNY36.00,中国文联出版社,2015,B848.4,,
63412,玉玦金环录,平江不肖生著,978-7-5034-8354-7,CNY68.00,中国文史出版社,2017,I246.58,,
63411,物业纠纷调解工作一本通,上海慕轩律师事务所主编,978-7-5496-1941-2,CNY68.00,文汇出版社,2016,D927.510.238.5,,
63410,在天堂里,(德) P. 海泽著,978-7-5502-1686-0,CNY68.00 (2册),北京联合出版公司,2015,I516.45,,
63409,自由乐土,(美) 查尔斯·卡尔顿·科芬著,978-7-5154-0413-4,CNY38.00,当代中国出版社,2014,I712.55,,
63408,万丈红尘一寸心,徐昌才著,978-7-5142-1530-4,CNY35.00,文化发展出版社,2016,I207.227.42,,
63407,所有的失去， 终将会温暖归来,古茗著,978-7-5496-1898-9,CNY32.80,文汇出版社,2017,B821-49,,
63406,呼兰河传,,978-7-5006-8342-1,CNY26.00,中国青年出版社,2012,I246.57,,
63405,中国醉美的古诗词,吴礼明著,978-7-5142-1384-3,CNY35.00,文化发展出版社,2016,I207.227.2,,
63404,边城,,978-7-5006-9069-6,CNY20.00,中国青年出版社,2010,I246.57,,
63403,今年， 我们买学区房,夏商周著,978-7-5153-4033-3,CNY35.00,中国青年出版社,2016,I247.5,,
63402,修行笔记,庞坤著,978-7-5154-0636-7,CNY27.00,当代中国出版社,2015,I267,,
63401,跨越百年的美丽,梁衡著,978-7-5153-4002-9,CNY43.00,中国青年出版社,2016,I267,,
63400,女生， 我悄悄对你说,毕淑敏著,978-7-5153-2137-0,CNY32.00,中国青年出版社,2014,I267,,
63399,灵魂有香气的女人最优雅,花妩妍著,978-7-5496-1736-4,CNY32.00,文汇出版社,2016,B825.5-49,,
63398,我不愿过低配的生活,何日君回来著,978-7-5496-2064-7,CNY35.00,文汇出版社,2017,I267.1,,
63397,成德之道,管斌著,978-7-5153-2381-7,CNY48.00,中国青年出版社,2014,I253,,
63396,微表情心理学,孙浩编著,978-7-5441-7977-5,CNY36.80,沈阳出版社,2017,B842.6-49,,
63395,魅力女人内外兼修的优雅秘籍,文静编著,978-7-5441-7207-3,CNY35.00,沈阳出版社,2016,B825.5,,
63394,与弘一大师对话的日子,李凤池著,978-7-5168-0943-3,CNY39.80,台海出版社,2016,B949.92,,
63393,雅致女人， 在岁月中修养自己,刘芳编著,978-7-5113-5227-9,CNY32.80,中国华侨出版社,2015,B825.5-49,,
63392,一本书读懂销售心理学,马浩天著,978-7-5546-0548-6,CNY32.00,古吴轩出版社,2015,F713.55,,
63391,傀儡死之夜,土屋隆夫,978-7-5534-3086-7,CNY46.00,吉林出版集团有限责任公司,2014,I313.45,,
63390,夫妇善哉,织田作之助,978-7-5463-4565-9,CNY34.80,吉林出版集团有限责任公司,2011,I313.45,,
63389,德川十五代,(日) 大石慎三郎主编,978-7-5463-4457-7,CNY49.80,吉林出版集团有限责任公司,2011,K833.130.9,,
63388,菲尔博士率众前来,(美) 约翰·狄克森·卡尔著,978-7-5534-4375-1,CNY43.80,吉林出版集团有限责任公司,2014,I712.45,,
63387,安逸作家之死,(美) G.M. 马列特著,978-7-5534-5543-3,CNY45.80,吉林出版集团有限责任公司,2014,I712.45,,
63386,唤醒死者,(美) 约翰·狄克森·卡尔著,978-7-5463-4763-9,CNY43.80,吉林出版集团有限责任公司,2011,I712.45,,
63385,第三颗子弹,(美) 约翰·狄克森·卡尔著,978-7-5534-1782-0,CNY46.80,吉林出版集团有限责任公司,2013,I712.45,,
63384,一生一代一双人,王一倩作品,978-7-5143-5340-2,CNY36.00,现代出版社,2017,K825.6=49,,
63383,萍踪留影,张馨著,978-7-5190-1204-5,CNY69.50,中国文联出版社,2016,I227.7,,
63382,21世纪儒商文化,张桂平， 林锋， 王作言著,978-7-5194-1407-8,CNY68.00,光明日报出版社,2016,F729,,
63381,修剪生命的荒芜， 走出最繁华的风景,孙郡锴编著,978-7-5113-6021-2,CNY32.00,中国华侨出版社,2016,B848.4-49,,
63380,班组长精益现场管理手册,袁猛著,978-7-5008-6303-8,CNY25.00,中国工人出版社,2016,F406.6-62,,
63379,催眠师,百里途著,978-7-5008-6448-6,CNY35.00,中国工人出版社,2016,I247.59,,
63378,傅雷译巴尔扎克作品集,(法) 奥诺雷·德·巴尔扎克著,978-7-5477-2387-6,CNY398.00 (9册),北京日报出版社,2017,I565.44,,
63377,暗香,季明霞著,978-7-5008-5729-7,CNY32.00,中国工人出版社,2014,I247.57,,
63376,大卫·科波菲尔,(英) 狄更斯著,978-7-5112-4151-1,CNY130.00 (2册),光明日报出版社,2013,I561.44,,
63375,不要辜负属于你的时代,梁衡著,978-7-5153-4011-1,CNY43.00,中国青年出版社,2016,I267.1,,
63374,返城年代,梁晓声著,978-7-5153-3997-9,CNY96.00 (全2册),中国青年出版社,2016,I247.57,,
63373,故事大王王刚,辽宁卫视《故事大王》栏目组编著,978-7-5008-6282-6,CNY35.00,中国工人出版社,2016,I247.81,,
63372,守护平安,北京市公安局， 北京市总工会， 共青团北京市委员会主编,978-7-5008-6542-1,CNY38.00,中国工人出版社,2016,K820.813,,
63371,神奇动物在哪里,(英) J.K. 罗琳著,978-7-02-012516-6,CNY58.00,人民文学出版社,2017,I561.35,,
63370,大国争锋,李雪红主编,978-7-5153-3314-4,CNY38.00,中国青年出版社,2015,E1,,
63369,给自己的头脑几分尊重,梁晓声著,978-7-5153-3332-8,CNY39.00,中国青年出版社,2015,I267,,
63368,感动北车,中国北方机车车辆工业集团公司工会编著,978-7-5008-6089-1,CNY38.00,中国工人出版社,2015,K826.16=76,,
63367,策划时代,崔立,978-7-5500-0620-1,CNY29.80,百花洲文艺出版社,2013,I247.82,,
63366,王家大院,江红著,978-7-5008-6559-9,CNY58.00,中国工人出版社,2017,I247.57,,
63365,拯救,张定国著,978-7-5008-6185-0,CNY26.00,中国工人出版社,2015,I247.54,,
63364,回族史诗,海澈·郭著,978-7-01-013899-2,CNY180.00 (2册),人民出版社,2015,I227.3,,
63363,最高人民法院商事裁判观点,奚晓明主编,978-7-5118-7936-3,CNY78.00,法律出版社,2015,D925.184,,
63362,中国法院2016年度案例,国家法官学院案例开发研究中心编,978-7-5093-7180-0,CNY58.00,中国法制出版社,2016,D920.5,,
63361,金牌调解案例,司法部基层工作指导司， 中华全国人民调解员协会主编,978-7-5118-8743-6,CNY53.00,法律出版社,2016,D925.05,,
63360,审判人员职能配置与分类管理研究,江必新主编,978-7-5093-7747-5,CNY68.00,中国法制出版社,2016,D926.2,,
63359,法院的可视化管理,邹碧华著,978-7-5197-0269-4,CNY69.00,法律出版社,2017,D926.2,,
63358,法庭上的心理学,主编邹碧华,978-7-5118-6178-8,CNY36.00,法律出版社,2014,D90-054,,
63357,中国行政审判案例,最高人民法院行政审判庭编,978-7-5093-2456-1,CNY49.00,中国法制出版社,2012,D925.385,,
63356,比较行政法学,关保英著,978-7-5118-6373-7,CNY68.00,法律出版社,2014,D912.101,,
63355,司法统计分析与审判实务,主编高憬宏,978-7-5118-6507-6,CNY48.00,法律出版社,2014,D926.14,,
63354,人民法院诉讼文书样式、制作与范例,司法文书研究中心编著,978-7-5093-6447-5,CNY78.00,中国法制出版社,2015,D926.13,,
63353,你的观念错在哪里,孙颢编著,978-7-5113-0561-9,CNY29.80,中国华侨出版社,2013,B848.4,,
63352,性格心理学,邹宏明著,978-7-5459-1005-6,CNY32.00,鹭江出版社,2015,B848-49,,
63351,做一个追风筝的人,邓晓成编著,978-7-5496-1745-6,CNY38.00,文汇出版社,2016,F276.3,,
63350,微表情心理学,马浩天著,978-7-5546-0684-1,CNY35.00,古吴轩出版社,2016,B842.6-49,,
63349,向着光亮那方前行， 谁的青春都会出彩,尹剑峰， 龙梅兰著,978-7-5496-1785-2,CNY32.00,文汇出版社,2016,I267.1,,
63348,柳林风声,(英) 肯尼思·格雷厄姆著,978-7-5126-4714-5,CNY23.00,团结出版社,2017,I561.88,,
63347,热爱生命,(美) 杰克·伦敦著,978-7-5126-4718-3,CNY32.00,团结出版社,2017,I712.44,,
63346,挥师全线大进攻,刘干才， 李奎编著,978-7-5126-3542-5,CNY29.00,团结出版社,2015,I247.53,,
63345,八路军反攻纪实,刘干才， 李奎编著,978-7-5126-3531-9,CNY29.00,团结出版社,2015,I247.53,,
63344,二战盟国大英雄,刘干才， 李奎编著,978-7-5126-3537-1,CNY29.00,团结出版社,2015,I247.53,,
63343,纳粹疯狂刽子手,刘干才， 李奎编著,978-7-5126-3553-1,CNY29.00,团结出版社,2015,I247.53,,
63342,二战中的王牌间谍,李乡状编著,978-7-5126-2344-6,CNY29.00,团结出版社,2014,D526,,
63341,蒋九贞中短篇小说精选集,蒋九贞著,978-7-5190-0835-2,CNY52.00,中国文联出版社,2016,I247.7,,
63340,送你一束玫瑰花,蒋亚林著,978-7-5068-3958-7,CNY36.00,中国书籍出版社,2014,I247.7,,
63339,怎样做一个快乐健康的自己,马季编著,978-7-5068-4646-2,CNY28.00,中国书籍出版社,2015,B84-49,,
63338,诚信的力量,马树林， 刘玉广， 高德宝著,978-7-5051-3809-4,CNY45.00,红旗出版社,2016,D648.3-49,,
63337,别让人性弱点害了你,金凯翔教育集团编著,978-7-5107-0765-0,CNY32.00,中国长安出版社,2014,B848.4,,
63336,不念已往， 不忧未来,彭清清编著,978-7-5688-0710-4,CNY35.00,延边大学出版社,2016,B821-49,,
63335,触摸得到的文脉,浙江省档案馆， 钱江晚报编,978-7-5051-2958-0,CNY36.00,红旗出版社,2015,K825.4=76,,
63334,乡踪侠影,张浚生主编,978-7-5051-3430-0,CNY38.00,红旗出版社,2015,K825.6=76,,
63333,盟军无敌大将军,刘干才， 李奎编著,978-7-5126-3552-4,CNY29.00,团结出版社,2015,I247.53,,
63332,美苏英铁血元帅,刘干才， 李奎编著,978-7-5126-3551-7,CNY29.00,团结出版社,2015,I247.53,,
63331,万里烽烟大会战,刘干才， 李奎编著,978-7-5126-3559-3,CNY29.00,团结出版社,2015,I247.53,,
63330,撒切尔夫人,胡元斌编著,978-7-5126-3950-8,CNY29.00,团结出版社,2016,K835.617=6,,
63329,看见即热爱,武稚著,978-7-5511-2764-6,CNY65.00,花山文艺出版社,2016,I267,,
63328,激发潜能， 走向成功,孟令玮编著,978-7-5171-2206-7,CNY39.80,中国言实出版社,2017,B848.4,,
63327,心路与新路,刘丽臣著,978-7-5008-5593-4,CNY40.00,中国工人出版社,2013,D412.6-53,,
63326,救赎,穆玉敏著,978-7-5008-5755-6,CNY36.00,中国工人出版社,2014,I247.57,,
63325,打造职业梦,李忠新著,978-7-5008-6200-0,CNY28.00,中国工人出版社,2015,C913.2,,
63324,苍茫,谷文峰著,978-7-5008-6515-5,CNY38.00,中国工人出版社,2016,I247.5,,
63323,大清贞妃传,落霞红著,978-7-5008-5268-1,CNY28.00,中国工人出版社,2012,I247.53,,
